Family,Product,Patch,PRB,PRB type,Description
Yokohama,Case and Knowledge Management for HR Service Delivery,Yokohama Patch 4,PRB1874746,Other Fix,"Yokohama Patch 4
AI Agent Invoker topic errors out when usecase is executed from Now Assist Panel (NAP) with a case open
Selecting the usecase in NAP with an open case throws an error in NAP and the logs.

1. Log in as an admin user.
2. Open an HR case for total rewards.
3. Open NAP.
4. Enter Help me resolve this tuition reimbursement case.
5. Open the usecase Resolve policy for tuition reimbursement.Observe the error in NAP and in the logs, and that an execution plan is not created."
Yokohama,GlideRecord,Yokohama Patch 5,PRB1874644,Other Fix,"Yokohama Patch 5
A 'PK Problems' warning displays in cases when it shouldn't
If PK fields are defined, and the query condition is on PK fields but it's not an equals condition, there's a warning that 1 or more record was found. The warning should only display if the condition is on an equals operator. Also, if a query is on PK fields, but the query also has an exception that results in zero records returned the PK warning that zero records were found displays. Warnings about PK problems shouldn't display if there was a separate exception preventing the query for executing properly."
Yokohama,System Events,Yokohama Patch 4,PRB1874642,Other Fix,"Yokohama Patch 4
Rhino context re-used for multiple events can lead to inconsistent results
Reusing Rhino contexts can break code that uses lazy initialization of global variables."
Yokohama,Flows (Family Channel),Yokohama Patch 3,PRB1874640,Other Fix,"Yokohama Patch 3
There's a FlowSkeletonGlideRepository ::isAccessibleTable() error if accessed in a background script"
Yokohama,Data Fabric Table Glide Services,Yokohama Patch 5,PRB1874586,Other Fix,"Yokohama Patch 5
Users without the 'admin' or 'delegated_developer' role can create tables via Workflow Data Fabric
Currently, only users with the 'admin' or a user that has a 'delegated_developer' roles and when added as as a delegated developer to an application by an Admin/Application Admin can create tables.

1. Assign a user with only the 'df_data_steward' role.
2. Navigate to WorkFlow Data FabricEstablished ConnectionCreate Remote Table.
3. Navigate to Sys_db_object to confirm the table is created."
Yokohama,Automated Test Framework (ATF),Yokohama Patch 9,PRB1874569,Other Fix,"Yokohama Patch 9
Opening a form with 'view' can fail in Automated Test Framework (ATF) due to case sensitivity
This issue was observed with a new ATF test in the Performance Analytics application.

1. Create a new ATF test.
2. Add a 'Navigate to Module' step to navigate to 'Automated Indicators' in the Performance Analytics application.
3. Add an 'Open a Record in List' step to open any record in that list.
4. Run the test.
5. Wait until the test completes.
6. View the result.Expected behavior: The test passes.Actual behavior: Test fails with the output 'Expected to open the 'Automated' view of the form, but actually opened to the 'automated' view."
Yokohama,Document Viewer,Yokohama Patch 5,PRB1874553,Other Fix,"Yokohama Patch 5
Security bug
"
Yokohama,Case and Knowledge Management for HR Service Delivery,Yokohama Patch 4,PRB1874549,Other Fix,"Yokohama Patch 4
RCAs for KMGenAISimilar TaskSearchUtil are generated during multi-case KB generation
RCAs from KMGenAISimilar TaskSearchUtil to HR Core, Employee Relations, Legal Entities were added as requested RCAs in app-hr-gen-ai and will be allowed with the fix script. They previously did not target app-hr-genai, but did not get added to the apps that target them. This causes RCAs to be generated when we generate multi-case KB that are in a 'Requested' state. It would need to be allowed for multi-case KB generation."
Yokohama,Case and Knowledge Management for HR Service Delivery,Yokohama Patch 4,PRB1874503,Other Fix,"Yokohama Patch 4
RCAs created during Email reply recommendation [GenAI-2025-May]
The error message, 'Wrong status for RCA privilege' occurs."
Yokohama,UI Builder (Family Channel),Yokohama Patch 3,PRB1874490,Other Fix,"Yokohama Patch 3
PROXY_DATA_UPDATED is undefined
This is a product update."
Yokohama,Customer Operations for Customer Service Management,Yokohama Patch 4,PRB1874487,Other Fix,"Yokohama Patch 4
Security bug
"
Yokohama,Column Level Encryption Enterprise,Yokohama Patch 6,PRB1874479,Notable Fix,"Yokohama Patch 6
The security banner message 'One or more security migration jobs have failed in your instance' appears constantly and isn't dismissed after one day
As part of the Column Level Encryption (CLE) migration process from Yokohama and later, there are cases where the 'Key migration' job is failing as there's no key to migrate. As the key migration job fails, there's a security banner announcement 'One or more security migration jobs have failed in your instance', which is appearing in the instance post-migration. The red banner message for migration errors isn't dismissed. The banner message should appear only for one day and be dismissed after that. However, the banner message is displayed constantly.
Log in to any Yokohama instance where the key migration job failed, as there is no key to migrate.Observe the banner announcement, 'One or more security migration jobs have failed in your instance', and the banner announcement is shown even after one day."
Yokohama,HR Service Delivery,Yokohama Patch 5,PRB1874464,Other Fix,"Yokohama Patch 5
The 'Suspended Reason' is overwritten with its previous value when the case moves from 'Draft' to 'Suspended state'
The issue is only reproducible when: the state moves directly from 'Draft' to 'Suspended', on HR Agent Workspace and not on UI16, and when the Suspended reason [sla_suspended_reason] field is on the form.

1. Log into an instance.
2. Impersonate a system administrator.
3. If the Suspended reason [sla_suspended_reason] field isn't on the HR Case 'Workspace UIB' view, add it to the form.
4. Open HR Agent Workspace.
5. Create an HR Case with the HR service 'General Inquiry'.
Notice how the Suspended reason field displays as 'User' but it's empty.
6. Manually set the State field from 'Draft' to 'Suspended'.A pop-up window displays.
7. On the modal, set the reason to 'Group', add work notes.
8. Select ok.Expected behavior: The 'Suspended Reason' should be 'Group'.Actual behavior: The 'Suspended Reason' is set to 'User'."
Yokohama,Flow Engine,Yokohama Patch 3,PRB1874438,Other Fix,"Yokohama Patch 3
There's a 'LLM Instruction Executor' error on flow execution

1. Log in as a user with elevated privileges.
2. Activate the plugin com.glide.utilities.capability_step.
3. Create an action.
4. Add a LLM step to the action.
5. Create a flow.
6. Add the action created in step 3.
7. Run the flow.
8. Users see a 'LLM Instruction Executor' error when running the flow with LLM step."
Yokohama,Flows (Family Channel),Yokohama Patch 3,PRB1874414,Other Fix,"Yokohama Patch 3
Changing the name of a step to 'Call Now Assist Skill'
The plugin isn't automatically enabled. It needs to be enabled by an admin. The name of the step should be changed to 'Call Now Assist Skill'. The name of the plugin should change accordingly to 'ServiceNow Call Now Assist Skill Step Plugin'."
Yokohama,Software Asset Management,Yokohama Patch 4,PRB1874410,Other Fix,"Yokohama Patch 4
CrowdStrike new license metrics are not added in SampConstants file
The new license metrics sys IDs are not present in SampConstants.SUPPORTED _LICENSE_METRICS.

1. Navigate to the SampConstants Script include.
2. Check SampConstants.SUPPORTED _LICENSE_METRICS.Notice that the new license metrics sys IDs are not present."
Yokohama,Virtual Agent,Yokohama Patch 3,PRB1874300,Other Fix,"Yokohama Patch 3
A grammatically incorrect message is thrown by the API
Part of an error message from Now Assist skill capability is grammatically incorrect: 'Failed to execute the feature due to an error while executing it's depends on feature'."
Yokohama,Field Service Marketplace,Yokohama Patch 5,PRB1874290,Other Fix,"Yokohama Patch 5
The 'Add Contractor' action is still active in lane 2 of the playbook even after moving it to lane 3
The issue is reproducible in Yokohama and Xanadu.

1. Provision an instance with the Contractor Management and Marketplace Plugins installed.
2. Log in as wm_dispatcher.
3. Create a work order task (WOT) in Workspace.
4. Push to marketplace.The user lands on playbook experience where in the lane 1 request is created. In lane 2, after selecting contractors and moving to lane 3, if the user navigates back to lane 2, the Add Contractor action is still active. But when selected, it throws an error."
Yokohama,Flows (Family Channel),Yokohama Patch 3,PRB1874240,Other Fix,"Yokohama Patch 3
Update the description of the flow family in Now Assist FeaturesCreatorFlow in 'Now Assist Features
It should read: 'Reduce flow creation time by building a multi-step flow with generative AI. Make editing flows easier by showing users recommendations for the next step of their flow. Learn about a flow by generating a summary.'

1. Navigate to Now Assist FeaturesCreatorFlow.
2. Check the description."
Yokohama,Service Catalog Wizard,Yokohama Patch 6,PRB1874235,Other Fix,"Yokohama Patch 6
Scripted UI Policies don't run in the Service Catalog Wizard

1. Create a scripted UI policy on the Catalog Item Builder CRP.
2. Open the Catalog Item wizard.Expected behavior: Scripts of the policy must run in wizard.Actual behavior: Scripts of the policy don't run in wizard."
Yokohama,Session Management,Yokohama Patch 6,PRB1874195,Other Fix,"Yokohama Patch 6
Security bug
"
Yokohama,Appointment Booking,Yokohama Patch 3,PRB1874123,Other Fix,"Yokohama Patch 3
When a slot's end time is 'Arrive by', unavailable slots are displayed as available
In the case of 'Arrive by', when an appointment is being booked, it is only considering the exact slot's worth of block while making the booking. However, the slot may have been shown as available since the work could have been done between a time. After post-performance changes, it isn't adding the additional 30 min that is normally done when booking of the slot, which is leading to an available slot not being booked.

1. In the appointment booking configuration, select the use slot end time as 'Arrive by'.
2. Configure the slots from 5AM, the appointment window as 2 hours, and the work duration as 1 hour.
3. Create a work schedule for an agent from 8-5.Observe that the first slot 5-7 should be unavailable but it is displayed as available. However, when an appointment is booked for that slot, it throws an error."
Yokohama,Database Persistence,Yokohama Patch 5,PRB1874006,Other Fix,"Yokohama Patch 5
Running any GlideScript errors out after 10 minutes of inactivity
The table list view was able to load before upgrading."
Yokohama,Virtual Agent,Yokohama Patch 6,PRB1874005,Other Fix,"Yokohama Patch 6
A record in provider_user_map is still inactive, causing Now Virtual Agent to fail approvals
When a sys_user record becomes active after being deactivated, provider_user_map is still inactive and there's no logic to activate the mapping. The user still receives a notification for record approval in Microsoft Teams because the mapping exists, even though provider_user_map is inactive. When the user attempts to approve the record, an error occurs because their record in provider_user_map is still inactive."
Yokohama,Integration Hub Remote Process Sync,Yokohama Patch 3,PRB1874002,Other Fix,"Yokohama Patch 3
Remote Process Sync (RPS) is triggered by changes from non-captured fields
RPS captures changes to a record when any changes are made to the fields selected by the user as part of the CDC Definition (change data capture). Even though changes are being made to fields that are not part of the CDC Definition, RPS still captures these changes.

1. Set up RPS.
2. Create a record that syncs.
3. Modify a field on that record that isn't part of the CDC definition.Observe that this creates an update record on cdc_queue_ih, which should not be created."
Yokohama,Security Customer Actions,Yokohama Patch 4,PRB1873948,Other Fix,"Yokohama Patch 4
Steps can't be re-opened for a completed action due to Playbook archiving
The user is not able to re-open the step to continue working on it again.

1. Open a Xanadu instance.
2. Navigate to Security CenterCustomer Actions (Critical Updates).
3. Complete the Enable 3DES deprecation for Password2 Fields action.
4. Wait 14 days on the instance to allow for playbook archiving.
5. Navigate to the completed Enable 3DES deprecation for Password2 Fields action.
6. Navigate to Steps.
7. Select one of the steps.Expected behavior: The user is able to re-open a step by using the Restart button to proceed working on it again.Actual behavior: The user is not able to re-open the step."
Yokohama,UI Form Administration,Yokohama Patch 5,PRB1873841,Other Fix,"Yokohama Patch 5
Security bug
"
Yokohama,Database Persistence,Yokohama Patch 5,PRB1873825,Other Fix,"Yokohama Patch 5
countRemoteTable throws an error 'failed to get remote schemas' on a deactivated connection

1. Navigate to an instance.
2. Create a Snowflake connection.
3. Deactivate that connection.The screen refreshes and displays an error and the connection detail doesn't get loaded."
Yokohama,Predictive Intelligence,Yokohama Patch 4,PRB1873662,Other Fix,"Yokohama Patch 4
Add support for top number of classes, minute records per class, and removing ServiceNow Machine Learning others as advanced parameters in Classification solution
The ability to apply these advanced parameters."
Yokohama,Flows (Family Channel),Yokohama Patch 3,PRB1873639,Other Fix,"Yokohama Patch 3
The icon for 'Call Now Assist Skill' isn't correct

1. Create an action.
2. Add a LLM step to the action.
3. Create a flow.
4. Add the action created in step 1.
5. Run the flow.Observe a 'LLM Instruction Executor' error."
Yokohama,Walk-Up Experience,Yokohama Patch 3,PRB1873610,Other Fix,"Yokohama Patch 3
After an Yokohama upgrade, the walk-up queue isn't displaying any users who are checked in for any location
The issue occurs because the Rest API contains the snc_internal role and as the user has snc_external role, so it disqualifies the walkup user and doesn't render any users in the queue.
"
Yokohama,Platform Analytics Dashboard API,Yokohama Patch 8,PRB1873596,Other Fix,"Yokohama Patch 8
Hardcoded string 'Ask a question about your data' and 'No results found' for i18n: Platform Analytics

1. Set up a testing environment.
2. Install French from the Application Manager (com.snc.i18n.french).
3. Navigate to incident.LIST.
4. Show the Natural Language Filter.Observe the hardcoded strings for 'Ask a question about your data' and 'No results found'."
Yokohama,Platform Analytics Dashboard API,Yokohama Patch 5,PRB1873488,Other Fix,"Yokohama Patch 5
Security bug
"
Yokohama,Platform Analytics Dashboard API,Yokohama Patch 6,PRB1873441,Other Fix,"Yokohama Patch 6
The description is empty for data visualizations in a library
The description is empty for data visualizations in data-visualization-library when the properties 'com.glide.par.unified_analytics.enabled' and com.glide.par.v_table_join.enabled' are 'True'.

1. Create a data visualization with a description.
2. Set the property 'com.glide.par.v_table_join.enabled' to 'True'.
3. Notice the description is removed in the library.
4. Search the same visualization in par_visualization.LIST.Notice that the description can be seen in par_visualization.LIST."
Yokohama,Database Persistence,Yokohama Patch 5,PRB1873237,Other Fix,"Yokohama Patch 5
Importing a BigQuery table is getting an error on the table name and blocking the import
Error: 'Failed to create remote table with error: Data Fabric Hub: Unable to create a remote table. com.glide. datafabric.model. DataFabricException: Expecting a prefix of ""u_df_"" for table name ""df_u_supplier_bg"" Cause: null'."
Yokohama,Flows (Family Channel),Yokohama Patch 3,PRB1873141,Other Fix,"Yokohama Patch 3
CopyFlow doesn't set generationSource values as empty

1. Create a flow with a trigger/action/subflow/flowlogic instances using Flow Generation.
2. Copy the flow.
3. View generationSource value on the flow and trigger/action/subflow/flowlogic instances on the copied flow.Expected behavior: All generationSource values are blank.Actual behavior: All generationSource values in trigger/action/subflow/flowlogic instances are 'text2Flow'."
Yokohama,Event Management,Yokohama Patch 5,PRB1872971,Other Fix,"Yokohama Patch 5
Tag-based groups can include alerts which don't match the rule's filter
In the Xanadu release, a new tag-based alert correlation mechanism was introduced using the 'Query' job (via the Service Analytics RCA/Alert Aggregation job). There's an issue where alerts matching different tag-based definitions may not be grouped correctly if they arrive close together in time.
"
Yokohama,Contextual Search,Yokohama Patch 3,PRB1872960,Other Fix,"Yokohama Patch 3
An external link can no longer be accessed in the cxs_new_window UI page"
Yokohama,Virtual Agent,Yokohama Patch 3,PRB1872958,Other Fix,"Yokohama Patch 3
Virtual Agent search result showing issues after upgrade
Virtual Agent results returned were misaligned after upgrading to Yokohama.

1. Log in to an Employee Service Center (ESC) portal.
2. Impersonate a user.
3. Initiate a Virtual Agent chat.
4. Enter bereavement policy.Notice that the search results are shown in misaligned order."
Yokohama,Virtual Agent,Yokohama Patch 3,PRB1872922,Other Fix,"Yokohama Patch 3
Domain separation issue when running AI Agents
When retrieving a record from a separate domain using an AI agent, no is data returned."
Yokohama,Database Persistence,Yokohama Patch 5,PRB1872718,Other Fix,"Yokohama Patch 5
There's an incorrect data type in the source table on the mapping screen
The data types of source columns doesn't match the data types on external databases."
Yokohama,List Controller,Yokohama Patch 5,PRB1872717,Other Fix,"Yokohama Patch 5
When the user creates a new 'My List' and edits the columns, the list doesn't display personalized columns until the page is refreshed"
Yokohama,Database Persistence,Yokohama Patch 5,PRB1872607,Other Fix,"Yokohama Patch 5
Loading data fabric (DF) tables coming out of 'Idle time' for Trino throws a 500 error
A first time query hits an error: 'Error executing query: Error starting query...'

1. Let 'Idle time' trigger for Trino.
2. Stop queries for remote tables.
3. After 10 minutes, query remote tables."
Yokohama,GlideRecord,Yokohama Patch 5,PRB1872592,Other Fix,"Yokohama Patch 5
A sys-event record non-translatable exception is created with the Name field having 'data_fabric' appearing twice
The Name field of the record contains the text 'data_fabric .error.data _fabric.operation. unsupported'. All teams write to that log."
Yokohama,Configuration Management Database (CMDB),Yokohama Patch 4,PRB1872524,Other Fix,"Yokohama Patch 4
There's an exception RTE BeforeScript when trying to replace values corresponding to an item
When users try to replace item values, it causes an exception, like: 'ava.lang.RuntimeException: Before script unable to process records with error message: null'. IREScopedMapValues is expecting a map instead of an object. This needs to fixed for all other places where it is expecting java native objects."
Yokohama,Application Manager,Yokohama Patch 4,PRB1872436,Other Fix,"Yokohama Patch 4
Access to a crypto module is set to 'reject' by default for some users
There's a 'Issue while uploading .store file: Unwrapping failed' error due to the crypto module being set to 'reject' by default."
Yokohama,System Export Sets,Yokohama Patch 4,PRB1872251,Other Fix,"Yokohama Patch 4
In Log Export Service, errors such as 'Producer failed to send message asynchronously' are regular in the instance
Some users experience this error more than 500 times in 7 days '(ProduceMessage {f Partition=Partition{ fTopic='HermesTopic { fName='sn_logstoanalytics. 6b559dc83becda10c97ba', fInternal=false, fOwner='sap', fNoOfPartitions= Optional.empty, fIs Replicated=false, fConsumePollingAll Clusters=null, fAppId=null, fHermesService=Hermes Service{fName='hermes- internal'}}', fValue=null}}) :org.apache .kafka.common. errors. TimeoutException: Topic snc.sap.sn_ logstoanalytics. xxxxxxxxxxxxx not present in metadata after 100 ms.'
"
Yokohama,List Controller,Yokohama Patch 8,PRB1872228,Notable Fix,"Yokohama Patch 8
Upgrading an instance from Washington to Yokohama is breaking the New button
Upgrading an instance from Washington to Yokohama is breaking the New button in Service Operations Workspace when the 'Knowledge' template isn't activated.

1. Log in to a newly upgraded instance.
2. Navigate to SOWList tabKnowledgeNavigate to any of the 3: Your unpublished articles | Knowledge - Your published articles | All articlesNew button.Expected behavior: The form loads.Actual behavior: The 'knowledge record not found' error message appears."
Yokohama,Case Management,Yokohama Patch 3,PRB1872131,Other Fix,"Yokohama Patch 3
Clustering isn't triggered because of a missing ACL

1. Navigate to AllNow Assist AdminFeatureNow Assist Skills.
2. Select suggested steps generation skills.
3. Select clustering progress.Observe that the clustering progress bar is stuck."
Yokohama,Database Persistence,Yokohama Patch 5,PRB1872106,Other Fix,"Yokohama Patch 5
'Show matching' in list view doesn't work for truncated data
In the 'List' view, if the user selects a field that displays a truncated value and selects 'Show matching', no value is returned."
Yokohama,Database Persistence,Yokohama Patch 5,PRB1872092,Other Fix,"Yokohama Patch 5
LOWER() usage in query predicate turns off predicate push down from Trino to an external data source
This means that when the SQL is executed, partial SQL is sent to an external data source: SELECT col1, col2, and col3 from sample_table. This leads to bad query performance as PUSHDOWN of predicate doesn't happen, and that the entire table is downloaded from an external data source leading to (a) excessive data download, (b) bad query performance, and (c) high resource usage at Trino layer. Functionally, this bloats the 'data downloaded from external source' licensing metric."
Yokohama,GlideRecord,Yokohama Patch 5,PRB1871950,Other Fix,"Yokohama Patch 5
If PK fields are defined where values are null, there should be an alert on 'List', 'Form', and Genius Results stating that platform functionality is to be limited
If a Genius Results (GR) query includes query params on all the PK fields, and the database returns 0 or more than 1 record, GR should set LastErrorMessage and lastException stating that the primary key isn't unique. The list and/or form view should display the error message.

1. Define a Workflow Data Fabric (WDF) table.
2. Set the PK to 1 or more fields where the fields don't uniquely identify each record.Expected behavior: The platform lists display a list of records when selecting a record to open the form view. There should be an alert stating that there is a problem with how the PK is defined. This doesn't fix the form or list operation, but it tells the user that something is not right.Actual behavior: The platform list displays a list of records when selecting on a record to open the form view. The expected record isn't selected. There should be a warning/info message on the list and/or form page if the GlideRecord query on a WDF table where the primary key isn't defined to have actual unique records. There should be an error message in the 'df_log' table. There should also be a sysevent starting with the name data_fabric.error.PrimaryKeyProblem."
Yokohama,Data Fabric Table Glide Services,Yokohama Patch 5,PRB1871926,Other Fix,"Yokohama Patch 5
Connection admin users need appropriate ACL access for table reads and services
Currently, there's no special permissions or roles bundled under our provided df_connection_admin role. Connection admin users must be able to assign user and data steward roles, which is currently breaking due to security constraints, preventing users from accessing/reading these tables.

1. Log in to an instance as a user with elevated privileges.
2. Navigate to the sys_user_role table to assign roles, accessing Workflow Data Fabric (WDF) app pages, etc.
3. Navigate to the sys_user table and assign any user with the df_connection_admin role.
4. Impersonate or log in as this connection admin user.
5. Navigate to the sys_user_role and related tables, and see a security constraint preventing access message.
6. Check the WDF app.See that the connection admin users are now returned with no results when trying to access sys_user_role, or other impacted tables. Similarly, on connection creation and setting scope, they run into the issue with access constraints to sys_scope records."
Yokohama,GlideRecord,Yokohama Patch 5,PRB1871916,Other Fix,"Yokohama Patch 5
If PK fields are defined where values are null, there should be an alert on lists, forms, and Genius Results stating that platform functionality is limited

1. Define a Workflow Data Fabric (WDF) table.
2. Set the PK to 1 or more fields that have null values.Platform behavior related to the sys_id is strange because it's difficult to identify that record uniquely and reliably. An alert should be present and a warning log message in 'df_log' should be present stating that platform functionality is limited. There should be an error message in the 'df_log' table. There should also be a sysevent starting with the name 'data_fabric.error.PrimaryKeyProblem'."
Yokohama,AI Search,Yokohama Patch 3,PRB1871798,Other Fix,"Yokohama Patch 3
Dynamic Window (DW) chat returns an error reading 'Sorry there was a problem on my side'

1. Enable dynamic window on Service Portal
2. Perform a search in chat.Notice an error that reads 'Sorry there was a problem on my side'."
Yokohama,GRC: Vendor Portal,Yokohama Patch 4,PRB1871608,Other Fix,"Yokohama Patch 4
Security bug
"
Yokohama,Platform Analytics Dashboard API,Yokohama Patch 11,PRB1871576,Other Fix,"Yokohama Patch 11
Security bug
"
Yokohama,Flows (Family Channel),Yokohama Patch 6,PRB1871518,Other Fix,"Yokohama Patch 6
In the Natural language view, the table's internal name shows up for 'Create Task' (table problem_task)
'Create Task' is displayed as 'Create problem_task Task'.

1. Create a flow with Now Assist.
2. Use the prompt, 'Create a flow that runs every day at midnight, and then find all the newly created problem records for the past day'.
3. Iterate over them. 
    1. If they are not assigned, assign the problem to the level 1 triage group.
        1. Move the state to 'triaged'.
        2. Send a notification to the group.
    2. If they are assigned, assign multiple records to the level 2 triage group. 
        1. Create a task for each record.
        2. Wait for the task to be assigned.
        3. Ask for approval from the manager of the task assignee once the task is assigned.Notice that the flow is created in preview, and 'Create Task' is displayed as 'Create problem_task Task'."
Yokohama,Database Persistence - Data Access,Yokohama Patch 10,PRB1871451,Other Fix,"Yokohama Patch 10
Query business rules aren't honored in GraphQueryExecutors
Knowledge Graph queries don't execute query business rules associated with a table. A query through Now Assist about incidents assigned to the user includes resolved incidents, whereas a query on incident assigned to the user through list view doesn't show resolved incidents."
Yokohama,Cloud Provisioning and Governance,Yokohama Patch 5,PRB1871392,Other Fix,"Yokohama Patch 5
Security bug
"
Yokohama,Cloud Provisioning and Governance,Yokohama Patch 5,PRB1871391,Other Fix,"Yokohama Patch 5
Security bug
"
Yokohama,GlideRecord,Yokohama Patch 5,PRB1871360,Other Fix,"Yokohama Patch 5
Review the RecordCache API in relation to the data fabric (DF) table
The SQL query is executed 9 times on the workspace form view load. Extra queries occupy the cluster as well as semaphores which may impact non only Workflow Data Fabric (WDF) related traffic on the instance, but non-WDF as well, by exhausting semaphores.

1. Navigate to /now/sow/list.
2. Create 'My list' using a WDF table.
3. Open the created list.
4. Open the form from the list."
Yokohama,Next Experience Unified Navigation,Yokohama Patch 4,PRB1871341,Other Fix,"Yokohama Patch 4
Text is truncated in the 'leave page' pop-up in Next Experience after upgrading to Yokohama
The issue isn't happening on previous releases like Washington DC or Xanadu. The issue is also not happening with UI16 on the Yokohama release.

1. Turn on Next Experience.
2. Access the 'Basic Configuration UI16' module.
3. Modify the value of 'Browser tab title' to a longer value.
4. Select Save.
5. Re-log in the instance to make sure the change take effect.
6. Select Create New under the 'Incident' or 'Knowledge' module to create a record.
7. Make some changes on the form.
8. Select the Back arrow on the left-top of the form.Expected behavior: The 'Leave page' pop-up appears, which displays a completed message.Actual behavior: The 'Leave page' pop-up appears, but it displays a truncated message."
Yokohama,UX Framework,Yokohama Patch 7,PRB1871297,Other Fix,"Yokohama Patch 7
UXF pages are broken due to the duplicate assets with different versions bundled in the nds-bundle
The new release of the sn-datagrid brings in new versions of side-channel-weak-map, side-channle and get-intrinsic which end up pulling in call-bind-apply-helpers 1.0.2 to the instance. When nds-bundle is built, it doesn't deduplicate assets with deep import paths, so both call-bind-apply-helpers/1.0.1/functionApply and call-bind-apply-helpers/1.0.2/functionApply are added to the nds-bundle. They share the same global variable name: __TECTONIC__ call_bind_apply _helpers_functionapply, so it ends up calling wrapTectonicVarIfNeeded() twice for the same tectonic variable, which causes it to be double wrapped.

1. Navigate to sn-datagrid.
2. Build the zip of the component.
3. Sideload the zip on to any instance.
4. Navigate to the home page.Notice that the page is broken."
Yokohama,Transaction Management,Yokohama Patch 6,PRB1871282,Other Fix,"Yokohama Patch 6
There's an IndexOutOfBounds and StringIndexOutOfBoundsException exception in transaction prioritization
This issue can occur under heavy load testing. This has been identified as the cause for a memory leak where HTTPTransaction objects are held onto after this exception causes the request to fail."
Yokohama,Virtual Agent,Yokohama Patch 3,PRB1871270,Other Fix,"Yokohama Patch 3
Additional read of conversation in worker.lockAndProcess should be moved
A new call to retrieve the conversation and read values form the context before every lock and process operation in Worker for the AI Agents. This adds unnecessary overhead to any transaction that is not LLM or Agent AI related."
Yokohama,Virtual Agent Web Client,Yokohama Patch 3,PRB1871232,Other Fix,"Yokohama Patch 3
Chats aren't in sync when navigating multiple portal pages

1. Enable full page (FP) for Service Portal.
2. Navigate to dynamic window (DW).
3. Run a few conversations such that there are a few chats in the 'Active' section.
4. Perform another search in the search bar on FP.
5. Switch to another chat on FP.
6. Navigate to Knowledge, Catalogs, Requests, System Status, Tours and other pages on the portal.Expected behavior: The chat should remain in sync when the user opens DW in these pages.Actual behavior: The chat isn't in sync when the user goes through multiple pages and there's content from another chat on DW."
Yokohama,Server-side scripts,Yokohama Patch 9,PRB1871167,Other Fix,"Yokohama Patch 9
Security bug
"
Yokohama,Virtual Agent Web Client,Yokohama Patch 3,PRB1871159,Other Fix,"Yokohama Patch 3
The 'DW' icon is visible and popups for citations aren't clickable

1. Navigate to dynamic window (DW)/Full Page (FP).
2. Open in floating mode.Expected behavior: The 'DW' icon shouldn't be available.Actual behavior: The 'DW' icon is available and clickable."
Yokohama,Database Persistence - Data Management,Yokohama Patch 5,PRB1871043,Other Fix,"Yokohama Patch 5
The unreferenced record cleaner (URC) rule using JoinUnreferencedRecordFinder can delete data that it shouldn't
JoinUnreferencedRecordFinder deletes data that shouldn't be deleted, and can return less than the chunk limit even if there is more data to be deleted.

1. Create a test_table with a reference to the test_reference table.
2. Insert data into test_table with null references.
3. Set the glide property glide.db.unreferenced _record_cleaner. verify_before_delete to '=false' when the default is '=true'.
4. Verify that the glide property glide.db.unreferenced _record_cleaner.consider _nulls_unreferenced is set to the default '= false'.
5. Run the unreferenced record cleaner for the rule.Expected behavior: Records with null references shouldn't be deleted.Actual behavior: Records with null references are deleted."
Yokohama,AI Search,Yokohama Patch 3,PRB1870966,Other Fix,"Yokohama Patch 3
When topics are searched, the term logged to the suggested utterance table is unrelated to the topic

1. Ensure that utterance readers are mapped to the search application.
2. Search a topic on the portal.
It should return a synthesized Genius Results answer.
3. Check that the utterance is logged to the sys_suggested_utterance table.Observe that the logged term is sometimes unrelated to the topic searched."
Yokohama,Reporting,Yokohama Patch 8,PRB1870937,Other Fix,"Yokohama Patch 8
The 'Show real-time updates' checkbox isn't shown for non-DF tables
DF tables don't support the real-time mechanism that the platform provides for regular tables. The real-time option should be disabled for single score, dial and gauge in dashboard widget preferences. Also, when using a remote table, the option of real-time is not hidden at all. So instead of only hiding it for DF tables, it can be hidden generically for all remote tables since they don't support real-time updates.

1. Open any dashboard where the widget was created with a non-DF table.
2. Select the Settings icon.Expected behavior: The checkbox should not be removed for non-DF tables.Actual behavior: The checkbox is removed for 'Show real-time updates'."
Yokohama,UI Form Administration,Yokohama Patch 9,PRB1870603,Other Fix,"Yokohama Patch 9
A read-only HTML field displays a horizontal and vertical scroll
The field shouldn't have a scroll bar."
Yokohama,Server-side scripts,Yokohama Patch 5,PRB1870543,Other Fix,"Yokohama Patch 5
Security bug
"
Yokohama,Virtual Agent Actionable Notifications,Yokohama Patch 3,PRB1870525,Other Fix,"Yokohama Patch 3
Actions are not shown to the user if notification actions are passed in event parameters
Actions should be shown to the user, with the actions mapped to the content statically followed by the actions from the event parameters.

1. Set up batch notification with the value of system property com.glide.cs. notification_batch _user_size less than the number of recipients on notification.
2. Setup an actionable notification with an event trigger.
3. Add some actions, which may or may not be linked to the content.
4. Select the checkbox to pass in actions as event parameters in Link actions to content record.
5. Trigger the notification by passing in some actions as event parameters (gs.eventQueue(, , )) assuming the event parameters contain action sys IDs.Expected behavior: Actions should be shown, with the order being first the ones mapped to the content statically, followed by actions specified in the event parameters.Actual behavior: Actions are not shown along with the notification."
