Problem,Task,DatasetName,NumCompounds,Unit,Type,Metric,DatasetSplit,License,DatasetDescription,TaskDescription,Reference
Single_instance_prediction,Tox,toxcast_Tanguay_ZF_120hpf_BRAI_up,1021,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_TOX21_ARE_BLA_agonist_viability,7187,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_ATG_CRE_CIS_up,3412,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_TOX21_AutoFluor_HEPG2_Media_green,7931,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_BSK_KF3CT_uPA_down,1439,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_Tanguay_ZF_120hpf_PFIN_up,1021,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,herg_karim,13445,,,,,CC BY 4.0,"A integrated Ether-a-go-go-related gene (hERG) dataset consisting of molecular structures labelled as hERG (<10uM) and non-hERG (>=10uM) blockers in the form of SMILES strings was obtained from the DeepHIT, the BindingDB database, ChEMBL bioactivity database, and other literature.","Binary classification. Given a drug SMILES string, predict whether it blocks (1, <10uM) or not blocks (0, >=10uM).",Tox21 Challenge to Build Predictive Models of Nuclear Receptor and Stress Response Pathways as Mediated by Exposure to Environmental Toxicants and Drugs
Single_instance_prediction,Tox,toxcast_ATG_NF_kB_CIS_dn,3412,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_ATG_p53_CIS_up,3412,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_NVS_ENZ_hPTEN,96,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_BSK_SAg_MCP1_down,1439,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_BSK_CASM3C_IL8_down,1439,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_APR_HepG2_OxidativeStress_72h_up,1034,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_ATG_Xbp1_CIS_dn,3412,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_NVS_ENZ_hBACE,170,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_BSK_CASM3C_uPAR_down,1439,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_NCCT_QuantiLum_inhib_dn,318,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_TOX21_AhR_LUC_Agonist,7931,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_ATG_DR5_CIS_dn,3412,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_BSK_hDFCGF_CollagenIII_down,1439,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_NVS_ENZ_hSIRT1,114,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_NVS_IC_hKhERGCh,91,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_CLD_CYP1A2_24hr,302,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_BSK_CASM3C_VCAM1_up,1439,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_APR_HepG2_NuclearSize_72h_dn,1034,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_BSK_KF3CT_ICAM1_down,1439,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_TOX21_AutoFluor_HEPG2_Cell_green,7931,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_APR_HepG2_NuclearSize_72h_up,1034,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_BSK_hDFCGF_MMP1_up,1439,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_BSK_CASM3C_MCSF_up,1439,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_NVS_GPCR_gLTB4,89,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_NVS_ENZ_hPTPN13,75,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_NVS_ENZ_hMMP3,104,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_TOX21_p53_BLA_p4_ch1,7931,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_ATG_RXRa_TRANS_up,3412,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_ATG_FoxA2_CIS_dn,3412,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_ATG_Ets_CIS_up,3412,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_NVS_ENZ_hPI3Ka,112,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_BSK_3C_IL8_down,1439,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_ATG_M_32_TRANS_up,3412,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_NVS_GPCR_rAdra1B,92,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_Tanguay_ZF_120hpf_CIRC_up,1021,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_NVS_GPCR_hM3,102,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_NVS_NR_rMR,97,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_ATG_NRF2_ARE_CIS_dn,3412,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_NVS_ENZ_rCNOS,95,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_APR_HepG2_MitoMembPot_24h_dn,1034,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_OT_ER_ERaERa_1440,1674,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_NVS_ENZ_hPDE4A1,138,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_OT_ER_ERaERa_0480,1748,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_NVS_IC_rNaCh_site2,158,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_ATG_E2F_CIS_dn,3412,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_BSK_CASM3C_MCP1_down,1439,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_NVS_GPCR_g5HT4,135,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_BSK_3C_MCP1_down,1439,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_BSK_hDFCGF_IL8_down,1439,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_ATG_RARb_TRANS_up,3412,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_NVS_GPCR_hAdra2A,91,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_NVS_GPCR_hM2,118,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_ATG_M_32_CIS_dn,3412,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_BSK_KF3CT_MCP1_up,1439,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_ATG_PPRE_CIS_up,3412,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_BSK_LPS_TNFa_up,1439,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_ATG_TGFb_CIS_up,3412,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_NVS_ENZ_hPDE5,180,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_NVS_GPCR_hAT1,67,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_TOX21_PPARd_BLA_agonist_ratio,7187,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_NVS_NR_rAR,270,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_NVS_ENZ_hDUSP3,103,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_CEETOX_H295R_OHPREG_up,462,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_NVS_ENZ_hCK1D,130,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_CLD_CYP2B6_24hr,299,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_CEETOX_H295R_OHPROG_up,500,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_BSK_LPS_TissueFactor_up,1439,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_NVS_GPCR_hDRD1,130,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
